name,family,gf_type,incoming_velocity,outgoing_velocity,angle
gkmovemid_guardrun_2_0,keeper,keeper,walk,idle,
gkmovemid_guardrun_2_2,keeper,keeper,walk,walk,
gkmovemid_guardrun_3_3,keeper,keeper,sprint,sprint,
gkmovemid_guardside_1_1,keeper,keeper,dribble,dribble,
gkmovemid_guardside_2_2,keeper,keeper,walk,walk,
gkmovemid_guardside_3_3,keeper,keeper,sprint,sprint,
gkmovemid_guardslant_1_1,keeper,keeper,dribble,dribble,
gkmovemid_guardslant_2_0,keeper,keeper,walk,idle,
gkmovemid_guardslant_2_2,keeper,keeper,walk,walk,
gkmovemid_guardslant_3_3,keeper,keeper,sprint,sprint,
gkmovemid_pk_0_0,keeper,keeper,idle,idle,
gkmovemid_pk_0_0_ver03,keeper,keeper,idle,idle,
gkmovemid_pk_0_0_ver04,keeper,keeper,idle,idle,
gkmovemid_pk_0_0_ver05,keeper,keeper,idle,idle,
gkmovemid_pk_0_0_ver07,keeper,keeper,idle,idle,
gkmovemid_pk_0_0_ver08,keeper,keeper,idle,idle,
gkmovemid_pk_0_0_ver10,keeper,keeper,idle,idle,
gkmovemid_pk_0_0_ver11,keeper,keeper,idle,idle,
gkmovemid_pk_0_0_ver12,keeper,keeper,idle,idle,
gkmovenear_HeisouBackSlant_0_3,keeper,keeper,idle,sprint,
gkmovenear_HeisouBackSlant_3_1,keeper,keeper,sprint,dribble,
gkmovenear_HeisouBackSlant_3_3,keeper,keeper,sprint,sprint,
gkmovenear_HeisouBackSlant_3_3_ReverseMove,keeper,keeper,sprint,sprint,
gkmovenear_HeisouBack_0_3,keeper,keeper,idle,sprint,
gkmovenear_HeisouBack_0_3_090,keeper,keeper,idle,sprint,090
gkmovenear_HeisouBack_3_1,keeper,keeper,sprint,dribble,
gkmovenear_HeisouBack_3_3,keeper,keeper,sprint,sprint,
gkmovenear_HeisouBack_3_3_ReverseMove,keeper,keeper,sprint,sprint,
gkmovenear_HeisouFrontTurn_4_4_090,keeper,keeper,sprint,sprint,090
gkmovenear_HeisouFront_0_3,keeper,keeper,idle,sprint,
gkmovenear_HeisouFront_0_4,keeper,keeper,idle,sprint,
gkmovenear_HeisouFront_3_0,keeper,keeper,sprint,idle,
gkmovenear_HeisouFront_3_1,keeper,keeper,sprint,dribble,
gkmovenear_HeisouFront_3_3,keeper,keeper,sprint,sprint,
gkmovenear_HeisouFront_3_3_ReverseMove,keeper,keeper,sprint,sprint,
gkmovenear_HeisouFront_4_0,keeper,keeper,sprint,idle,
gkmovenear_HeisouFront_4_1,keeper,keeper,sprint,dribble,
gkmovenear_HeisouFront_4_4,keeper,keeper,sprint,sprint,
gkmovenear_HeisouIdle_0_0,keeper,keeper,idle,idle,
gkmovenear_HeisouSide_0_3,keeper,keeper,idle,sprint,
gkmovenear_HeisouSide_0_4,keeper,keeper,idle,sprint,
gkmovenear_HeisouSide_0_4_090,keeper,keeper,idle,sprint,090
gkmovenear_HeisouSide_1_1,keeper,keeper,dribble,dribble,
gkmovenear_HeisouSide_3_0,keeper,keeper,sprint,idle,
gkmovenear_HeisouSide_3_1,keeper,keeper,sprint,dribble,
gkmovenear_HeisouSide_3_3,keeper,keeper,sprint,sprint,
gkmovenear_HeisouSide_3_3_ReverseMove,keeper,keeper,sprint,sprint,
gkmovenear_HeisouSide_4_0,keeper,keeper,sprint,idle,
gkmovenear_HeisouSide_4_1,keeper,keeper,sprint,dribble,
gkmovenear_HeisouSide_4_4,keeper,keeper,sprint,sprint,
gkmovenear_HeisouSide_4_4_ReverseMove,keeper,keeper,sprint,sprint,
gkmovenear_HeisouSlant_0_3,keeper,keeper,idle,sprint,
gkmovenear_HeisouSlant_0_4,keeper,keeper,idle,sprint,
gkmovenear_HeisouSlant_3_0,keeper,keeper,sprint,idle,
gkmovenear_HeisouSlant_3_1,keeper,keeper,sprint,dribble,
gkmovenear_HeisouSlant_3_3,keeper,keeper,sprint,sprint,
gkmovenear_HeisouSlant_3_3_ReverseMove,keeper,keeper,sprint,sprint,
gkmovenear_HeisouSlant_4_0,keeper,keeper,sprint,idle,
gkmovenear_HeisouSlant_4_1,keeper,keeper,sprint,dribble,
gkmovenear_HeisouSlant_4_4,keeper,keeper,sprint,sprint,
gkmovenear_HeisouSlant_4_4_ReverseMirror,keeper,keeper,sprint,sprint,
gkmovenear_backslantstep_0_3_1_short,keeper,keeper,idle,sprint,
gkmovenear_backslantstep_front_3_4_135,keeper,keeper,sprint,sprint,135
gkmovenear_backstep_0_3_1_short,keeper,keeper,idle,sprint,
gkmovenear_front_3_3_090,keeper,keeper,sprint,sprint,090
gkmovenear_front_backslantstep_4_1_135,keeper,keeper,sprint,dribble,135
gkmovenear_front_backslantstep_4_3_135,keeper,keeper,sprint,sprint,135
gkmovenear_front_sidestep_3_3_000,keeper,keeper,sprint,sprint,000
gkmovenear_front_sidestep_4_1_090,keeper,keeper,sprint,dribble,090
gkmovenear_front_sidestep_4_4_090,keeper,keeper,sprint,sprint,090
gkmovenear_frontstep_0_3_1_short,keeper,keeper,idle,sprint,
gkmovenear_frontstep_0_4_1,keeper,keeper,idle,sprint,
gkmovenear_frontstep_0_4_1_short,keeper,keeper,idle,sprint,
gkmovenear_guard_0_0_090,keeper,keeper,idle,idle,090
gkmovenear_idlemidturn_022,keeper,keeper,,,022
gkmovenear_idlemidturn_045,keeper,keeper,,,045
gkmovenear_idlemidturn_090,keeper,keeper,,,090
gkmovenear_idlemidturn_135,keeper,keeper,,,135
gkmovenear_sidestep_0_3_1_short,keeper,keeper,idle,sprint,
gkmovenear_sidestep_0_4_1_short,keeper,keeper,idle,sprint,
gkmovenear_sidestep_4_4_mirror_180,keeper,keeper,sprint,sprint,180
gkmovenear_sidestep_back_4_1_090,keeper,keeper,sprint,dribble,090
gkmovenear_sidestep_front_4_4_090,keeper,keeper,sprint,sprint,090
gkmovenear_slantstep_0_3_1_short,keeper,keeper,idle,sprint,
gkmovenear_standwait_footback_0_0,keeper,keeper,idle,idle,
gkmovenear_standwait_footback_0_0_025,keeper,keeper,idle,idle,025
gkmovenear_standwait_footback_0_0_f025,keeper,keeper,idle,idle,025
gkmovenear_standwait_footback_idle_0_0,keeper,keeper,idle,idle,
gkoverthrowBothhands_3_3,keeper,keeper,sprint,sprint,
gkoverthrowBothhands_3_3_045,keeper,keeper,sprint,sprint,045
gkoverthrowBothhands_3_3_cancel,keeper,keeper,sprint,sprint,
gkoverthrowBothhands_3_3_f045,keeper,keeper,sprint,sprint,045
gkoverthrowBothhands_3_3_pre,keeper,keeper,sprint,sprint,
gkoverthrowStep_3_0_cancel,keeper,keeper,sprint,idle,
gkoverthrowStep_3_0_hard,keeper,keeper,sprint,idle,
gkoverthrowStep_3_0_longhard,keeper,keeper,sprint,idle,
gkoverthrow_0_0,keeper,keeper,idle,idle,
gkoverthrow_0_0_045,keeper,keeper,idle,idle,045
gkoverthrow_0_0_cancel,keeper,keeper,idle,idle,
gkoverthrow_0_0_f045,keeper,keeper,idle,idle,045
gkoverthrow_0_0_hard,keeper,keeper,idle,idle,
gkoverthrow_0_0_hard_045,keeper,keeper,idle,idle,045
gkoverthrow_0_0_hard_cancel,keeper,keeper,idle,idle,
gkoverthrow_0_0_hard_f045,keeper,keeper,idle,idle,045
gkoverthrow_3_0_hard,keeper,keeper,sprint,idle,
gkoverthrow_3_0_hard_cancel,keeper,keeper,sprint,idle,
gkoverthrow_nearline_0_0,keeper,keeper,idle,idle,
gkoverthrow_nearline_0_0_cancel,keeper,keeper,idle,idle,
gkoverthrowhign_3_0,keeper,keeper,sprint,idle,
gkpickupball_0_0_090_fast,keeper,keeper,idle,idle,090
gkpickupball_0_0_fast,keeper,keeper,idle,idle,
gkpickupball_3_0_fast,keeper,keeper,sprint,idle,
gkpickupball_b01_0_0_fast,keeper,keeper,idle,idle,
gkpickupball_b02_0_0,keeper,keeper,idle,idle,
gkprejump_0_0_mid,keeper,keeper,idle,idle,
gkprejump_0_0_mid_move,keeper,keeper,idle,idle,
gkprejump_0_0_near,keeper,keeper,idle,idle,
gkprejump_0_0_near_min,keeper,keeper,idle,idle,
gkprejump_0_0_near_min2,keeper,keeper,idle,idle,
gkprejump_0_0_near_min3,keeper,keeper,idle,idle,
gkprejump_0_0_near_min_move,keeper,keeper,idle,idle,
gkprejump_0_0_near_min_move_push,keeper,keeper,idle,idle,
gkprejump_0_0_near_min_movefront,keeper,keeper,idle,idle,
gkprejump_0_0_near_min_slip,keeper,keeper,idle,idle,
gkprejump_0_0_near_move,keeper,keeper,idle,idle,
gkprejump_0_0_pk_front,keeper,keeper,idle,idle,
gkprejump_0_0_pk_frontFeint,keeper,keeper,idle,idle,
gkprejump_0_0_pk_front_min,keeper,keeper,idle,idle,
gkprejump_0_0_rotateStep_045,keeper,keeper,idle,idle,045
gkprejump_0_0_rotateStep_090,keeper,keeper,idle,idle,090
gkprejump_0_3_near_min_movefrontFast,keeper,keeper,idle,sprint,
gkprejump_2_3_y05_rotateStep_000_Otherside,keeper,keeper,walk,sprint,000
gkprejump_3_0_rotateStep_045,keeper,keeper,sprint,idle,045
gkprejump_3_0_rotateStep_090,keeper,keeper,sprint,idle,090
gkprejump_3_0_y05_rotateRun_090,keeper,keeper,sprint,idle,090
gkprejump_3_0_y05_rotateStep_000,keeper,keeper,sprint,idle,000
gkprejump_3_3_y05_rotateRun_000,keeper,keeper,sprint,sprint,000
gkprejump_3_3_y05_rotateRun_045,keeper,keeper,sprint,sprint,045
gkprejump_3_3_y05_rotateRun_090,keeper,keeper,sprint,sprint,090
gkprejump_3_3_y05_rotateRun_090_Otherside,keeper,keeper,sprint,sprint,090
gkprejump_3_3_y05_rotateRun_180,keeper,keeper,sprint,sprint,180
gkprejump_3_3_y05_rotateRun_M045_Otherside,keeper,keeper,sprint,sprint,
gkprejump_3_3_y05_rotateStep_000,keeper,keeper,sprint,sprint,000
gkprejump_3_3_y05_rotateStep_000_Otherside,keeper,keeper,sprint,sprint,000
gkprejump_3_3_y05_rotateStep_045,keeper,keeper,sprint,sprint,045
gkprejump_3_3_y05_rotateStep_045_Otherside,keeper,keeper,sprint,sprint,045
gkprejump_3_3_y05_rotateStep_090,keeper,keeper,sprint,sprint,090
gkprejump_3_3_y05_rotateStep_M045,keeper,keeper,sprint,sprint,
gkprejump_3_3_y05_rotateStep_M045_Otherside,keeper,keeper,sprint,sprint,
gkprejump_3_3_y05_rotateSteplong_090,keeper,keeper,sprint,sprint,090
gkprejump_4_0_rotateRunOtherSide,keeper,keeper,sprint,idle,
gkprejump_4_0_rotateRun_045,keeper,keeper,sprint,idle,045
gkprejump_4_0_rotateRun_090,keeper,keeper,sprint,idle,090
gkprejump_4_0_rotateRun_135,keeper,keeper,sprint,idle,135
gkprejump_4_0_rotateRun_180,keeper,keeper,sprint,idle,180
gkprejump_near_min_move3,keeper,keeper,,,
gkprejump_riseup_frontF0,keeper,keeper,,,
gkprejump_riseup_frontF3,keeper,keeper,,,
gkprejump_riseup_othersideS3,keeper,keeper,,,
gkprejump_riseup_sideS3,keeper,keeper,,,
gkprejump_s04_0_0_y05,keeper,keeper,idle,idle,
gkprejump_s05_0_0_y05,keeper,keeper,idle,idle,
gkpunch_f00_0_0_y08_palm,keeper,keeper,idle,idle,
gkpunch_f00_0_0_y10_palm,keeper,keeper,idle,idle,
gkpunch_f02_0_0_y08,keeper,keeper,idle,idle,
gkpunch_f02_0_0_y11,keeper,keeper,idle,idle,
gkpunch_f02_3_0_y10,keeper,keeper,sprint,idle,
gkpunch_f02_3_0_y10_collapse,keeper,keeper,sprint,idle,
gkpunch_f03_0_0_y08_palm,keeper,keeper,idle,idle,
gkpunch_f03_0_0_y10_palm,keeper,keeper,idle,idle,
gkpunch_f03_3_0_y02,keeper,keeper,sprint,idle,
gkpunch_f03_3_0_y04,keeper,keeper,sprint,idle,
gkpunch_f03_3_0_y06,keeper,keeper,sprint,idle,
gkpunch_f03_3_0_y08,keeper,keeper,sprint,idle,
gkpunch_f03_3_0_y11,keeper,keeper,sprint,idle,
gkpunch_f03_s03_3_0_y08,keeper,keeper,sprint,idle,
gkpunch_s02_0_0_y08_palm,keeper,keeper,idle,idle,
gkpunch_s02_0_0_y11_palm,keeper,keeper,idle,idle,
gkpunch_s04_3_0_y10_collapse,keeper,keeper,sprint,idle,
gkpunch_stagger_crash_f03_3_0_y10,keeper,keeper,sprint,idle,
gkpuntkick_front_0_0,keeper,keeper,idle,idle,
gkpuntkick_front_0_0_cancel,keeper,keeper,idle,idle,
gkpuntkick_front_0_0_hard,keeper,keeper,idle,idle,
gkpuntkick_front_nearline_0_0,keeper,keeper,idle,idle,
gkpuntkick_front_nearline_0_0_cancel,keeper,keeper,idle,idle,
gkpuntkick_highpunt_0_0,keeper,keeper,idle,idle,
gkpuntkick_side_0_0,keeper,keeper,idle,idle,
gkpuntkick_side_0_0_cancel,keeper,keeper,idle,idle,
gkpuntkick_side_0_0_fast,keeper,keeper,idle,idle,
gkpuntkick_side_0_0_fast2,keeper,keeper,idle,idle,
gkpuntkick_side_0_0_hard,keeper,keeper,idle,idle,
gkpuntkick_side_nearline_0_0,keeper,keeper,idle,idle,
gkpuntkick_side_nearline_0_0_cancel,keeper,keeper,idle,idle,
gkrise_facedown_catch_0_3_000,keeper,keeper,idle,sprint,000
gkrise_facedown_catch_0_3_045,keeper,keeper,idle,sprint,045
gkrise_facedown_catch_0_3_090,keeper,keeper,idle,sprint,090
gkrise_facedown_catch_0_3_135,keeper,keeper,idle,sprint,135
gkrise_faceup_0_0_000,keeper,keeper,idle,idle,000
gkrise_faceup_0_0_090,keeper,keeper,idle,idle,090
gkrise_faceup_0_0_f090,keeper,keeper,idle,idle,090
gkrise_faceup_0_3_000,keeper,keeper,idle,sprint,000
gkrise_faceup_0_3_090,keeper,keeper,idle,sprint,090
gkrise_faceup_0_3_f090,keeper,keeper,idle,sprint,090
gkrise_faceup_rotateback_0_0_000,keeper,keeper,idle,idle,000
gkrise_faceup_step_0_3,keeper,keeper,idle,sprint,
gkrise_faceup_step_0_4,keeper,keeper,idle,sprint,
gkrise_faceupslow_0_0_000,keeper,keeper,idle,idle,000
gkrise_faceupslow_0_0_000_a,keeper,keeper,idle,idle,000
gkrise_faceupslow_0_0_090,keeper,keeper,idle,idle,090
gkrise_faceupslow_0_0_f090,keeper,keeper,idle,idle,090
gkrise_rotateback_l_3_0_000,keeper,keeper,sprint,idle,000
gkrise_sideways_catch_0_0_000,keeper,keeper,idle,idle,000
gkrise_sideways_catch_0_0_000_guard,keeper,keeper,idle,idle,000
gkrise_sideways_catch_0_0_045_hand,keeper,keeper,idle,idle,045
gkrise_sideways_catch_0_0_090,keeper,keeper,idle,idle,090
gkrise_sideways_catch_0_0_f090,keeper,keeper,idle,idle,090
gkrise_sideways_catch_0_3_000,keeper,keeper,idle,sprint,000
gkrise_sideways_catch_0_3_090,keeper,keeper,idle,sprint,090
gkrise_sideways_catch_0_3_f090,keeper,keeper,idle,sprint,090
gkrise_sideways_l_0_0_000,keeper,keeper,idle,idle,000
gkrise_sideways_l_0_0_000_hand,keeper,keeper,idle,idle,000
gkrise_sideways_l_0_0_090,keeper,keeper,idle,idle,090
gkrise_sideways_l_0_0_f090,keeper,keeper,idle,idle,090
gkrise_sideways_l_0_3_000,keeper,keeper,idle,sprint,000
gkrise_sideways_l_0_3_090,keeper,keeper,idle,sprint,090
gkrise_sideways_l_0_3_f090,keeper,keeper,idle,sprint,090
gkrise_sideways_rotateback_l_0_0_000,keeper,keeper,idle,idle,000
gkrise_sidewaysnearStep_l_0_3_000,keeper,keeper,idle,sprint,000
gkrise_sidewaysnearStep_l_0_4_000,keeper,keeper,idle,sprint,000
gkrise_sidewaysnearStep_r_0_3_000,keeper,keeper,idle,sprint,000
gkrise_sidewaysnear_l_0_0_000,keeper,keeper,idle,idle,000
gkrise_sidewaysnear_l_0_0_090,keeper,keeper,idle,idle,090
gkrise_sidewaysnear_l_0_0_f090,keeper,keeper,idle,idle,090
gkrise_sidewaysnear_l_0_3_000,keeper,keeper,idle,sprint,000
gkrise_sidewaysnear_l_0_3_090,keeper,keeper,idle,sprint,090
gkrise_sidewaysnear_l_0_3_f090,keeper,keeper,idle,sprint,090
gkrise_sidewaysslow_l_0_0_000,keeper,keeper,idle,idle,000
gkrise_sidewaysslow_l_0_0_090,keeper,keeper,idle,idle,090
gkrise_sidewaysslow_l_0_0_180,keeper,keeper,idle,idle,180
gkrise_sidewaysslow_l_0_0_270,keeper,keeper,idle,idle,270
gkrise_sidewaysslowknee_l_0_0_000,keeper,keeper,idle,idle,000
gkrise_sidewaysslowknee_l_0_0_090,keeper,keeper,idle,idle,090
gkrise_sidewaysslowknee_l_0_0_180,keeper,keeper,idle,idle,180
gkrise_sidewaysslowknee_l_0_0_270,keeper,keeper,idle,idle,270
gksavingCancel_AfterSideRun_s03,keeper,keeper,,,
gksavingCancel_afterback_f00,keeper,keeper,,,
gksavingCancel_f00_short,keeper,keeper,,,
gksavingCancel_f03,keeper,keeper,,,
gksavingCancel_f03_short,keeper,keeper,,,
gksavingCancel_s01_resign,keeper,keeper,,,
gksavingCancel_s01_short,keeper,keeper,,,
gksavingCancel_s03,keeper,keeper,,,
gksavingCancel_s03_resign,keeper,keeper,,,
gksavingCancel_s03_riseup,keeper,keeper,,,
gksavingCancel_s03_short,keeper,keeper,,,
gksavingCancel_s04,keeper,keeper,,,
gkscoopout_faceup_s03_3_0_y00_000,keeper,keeper,sprint,idle,000
gkscoopout_lie_f00_0_0_y00_090_otherside,keeper,keeper,idle,idle,090
gkscoopout_lie_f00_0_0_y02_090_otherside,keeper,keeper,idle,idle,090
gkscoopout_lie_f00_0_0_y05_090_otherside,keeper,keeper,idle,idle,090
gkscoopout_lie_s02_0_0_y00_090_otherside,keeper,keeper,idle,idle,090
gkscoopout_lie_s02_0_0_y02_090_otherside,keeper,keeper,idle,idle,090
gkscoopout_lie_s02_0_0_y05_090_otherside,keeper,keeper,idle,idle,090
gkscoopout_lie_s03_0_0_y00_090_otherside,keeper,keeper,idle,idle,090
gkscoopout_lie_s03_0_0_y02_090_otherside,keeper,keeper,idle,idle,090
gkscoopout_lie_s03_0_0_y05_090_otherside,keeper,keeper,idle,idle,090
gkscoopout_lie_s04_3_0_y00_090,keeper,keeper,sprint,idle,090
gkscoopout_lie_s04_3_0_y02_090,keeper,keeper,sprint,idle,090
gkscoopout_lie_s04_3_0_y05_090,keeper,keeper,sprint,idle,090
gkseeoff_high_react_0_0_y11,keeper,keeper,idle,idle,
gkseeoff_high_react_3_0_y11,keeper,keeper,sprint,idle,
gkseeoff_side_light_0_0_y04,keeper,keeper,idle,idle,
gkseeoff_side_react_0_0_y00,keeper,keeper,idle,idle,
gkseeoff_side_react_0_0_y04,keeper,keeper,idle,idle,
gkseeoff_side_react_0_0_y11,keeper,keeper,idle,idle,
gkseeoff_side_react_3_0_y00,keeper,keeper,sprint,idle,
gkseeoff_side_reactjump_0_0_y00,keeper,keeper,idle,idle,
gksidethrow_0_0,keeper,keeper,idle,idle,
gksidethrow_0_0_045,keeper,keeper,idle,idle,045
gksidethrow_0_0_cancel,keeper,keeper,idle,idle,
gksidethrow_0_0_f045,keeper,keeper,idle,idle,045
gksidethrow_3_0,keeper,keeper,sprint,idle,
gksidethrow_3_0_cancel,keeper,keeper,sprint,idle,
gksidethrowcut_0_0,keeper,keeper,idle,idle,
gkstagger_catch_0_0_y10_000,keeper,keeper,idle,idle,000
gkstagger_catch_0_0_y10_090,keeper,keeper,idle,idle,090
gkstagger_catch_0_0_y10_f090,keeper,keeper,idle,idle,090
gkstagger_punch_0_0_y10_000,keeper,keeper,idle,idle,000
gkstagger_punch_0_0_y10_090,keeper,keeper,idle,idle,090
gkstagger_punch_0_0_y10_f090,keeper,keeper,idle,idle,090
gkunderthrow_0_0,keeper,keeper,idle,idle,
gkunderthrow_0_0_045,keeper,keeper,idle,idle,045
gkunderthrow_0_0_045_fast,keeper,keeper,idle,idle,045
gkunderthrow_0_0_cancel,keeper,keeper,idle,idle,
gkunderthrow_0_0_f045,keeper,keeper,idle,idle,045
gkunderthrow_0_0_f045_fast,keeper,keeper,idle,idle,045
gkunderthrow_0_0_fast,keeper,keeper,idle,idle,
gkunderthrow_0_0_fast_cancel,keeper,keeper,idle,idle,
gkunderthrow_3_0_fast,keeper,keeper,sprint,idle,
gkunderthrow_3_0_fast_cancel,keeper,keeper,sprint,idle,
gkunderthrow_3_0_light,keeper,keeper,sprint,idle,
gkunderthrow_nearline_0_0,keeper,keeper,idle,idle,
gkunderthrow_nearline_0_0_cancel,keeper,keeper,idle,idle,
goalnet_release_0_3_090_rapid,other,unknown,idle,sprint,090
goalnet_release_0_3_090_slow,other,unknown,idle,sprint,090
goalnet_release_0_3_160_rapid,other,unknown,idle,sprint,160
goalnet_release_0_3_160_slow,other,unknown,idle,sprint,160
goalnet_stop_rapid,other,unknown,,,
goalnet_stop_slow,other,unknown,,,
goalnet_turn_160_rapid,other,unknown,,,160
goalpost_stop_2_0_000,other,unknown,walk,idle,000
goalpost_stop_2_0_000_side,other,unknown,walk,idle,000
goalpost_stop_2_0_090,other,unknown,walk,idle,090
goalpost_stop_2_0_160,other,unknown,walk,idle,160
goalpost_stop_3_0_000,other,unknown,sprint,idle,000
goalpost_stop_3_0_000_side,other,unknown,sprint,idle,000
goalpost_stop_3_0_090,other,unknown,sprint,idle,090
goalpost_stop_3_0_160,other,unknown,sprint,idle,160
head_y01_3_0_000_far_dive,header,ballcontrol,sprint,idle,000
head_y02_sidle_3_0_000_far_dive,header,ballcontrol,sprint,idle,000
head_y03_3_0_000_crouch,header,ballcontrol,sprint,idle,000
head_y03_3_0_090_crouch,header,ballcontrol,sprint,idle,090
head_y03_sidle_3_0_000_far_dive,header,ballcontrol,sprint,idle,000
head_y04_0_0_090_falldown,header,ballcontrol,idle,idle,090
head_y04_3_0_000_crouch,header,ballcontrol,sprint,idle,000
head_y04_3_0_090_crouch,header,ballcontrol,sprint,idle,090
head_y04_chest_0_0_000_side_shed,header,ballcontrol,idle,idle,000
head_y04_sidle_3_2_f090_shed,header,ballcontrol,sprint,walk,090
head_y04_sidle_3_3_000_ground,header,ballcontrol,sprint,sprint,000
head_y05_0_0_000,header,ballcontrol,idle,idle,000
head_y05_0_0_090,header,ballcontrol,idle,idle,090
head_y05_3_0_000,header,ballcontrol,sprint,idle,000
head_y05_3_0_000_far_dive,header,ballcontrol,sprint,idle,000
head_y05_3_0_090,header,ballcontrol,sprint,idle,090
head_y05_3_0_090_far_dive,header,ballcontrol,sprint,idle,090
head_y05_3_0_090_side_falldown,header,ballcontrol,sprint,idle,090
head_y05_chest_0_0_000,header,ballcontrol,idle,idle,000
head_y05_chest_0_0_090,header,ballcontrol,idle,idle,090
head_y05_sidle_3_0_000_far,header,ballcontrol,sprint,idle,000
head_y05_sidle_3_0_f090_far_dive,header,ballcontrol,sprint,idle,090
head_y05_sidle_chest_3_2_f090,header,ballcontrol,sprint,walk,090
head_y06_0_0_000,header,ballcontrol,idle,idle,000
head_y06_0_0_000_strong_falldown,header,ballcontrol,idle,idle,000
head_y06_0_0_090_nojump,header,ballcontrol,idle,idle,090
head_y06_0_0_090_shed,header,ballcontrol,idle,idle,090
head_y06_0_0_090_side,header,ballcontrol,idle,idle,090
head_y06_3_0_000,header,ballcontrol,sprint,idle,000
head_y06_3_0_000_far,header,ballcontrol,sprint,idle,000
head_y06_3_0_000_far_dive,header,ballcontrol,sprint,idle,000
head_y06_3_0_090,header,ballcontrol,sprint,idle,090
head_y06_3_0_090_far,header,ballcontrol,sprint,idle,090
head_y06_3_0_090_far_dive,header,ballcontrol,sprint,idle,090
head_y06_3_0_090_far_dive_v2,header,ballcontrol,sprint,idle,090
head_y06_3_0_090_shed,header,ballcontrol,sprint,idle,090
head_y06_3_2_090_v2,header,ballcontrol,sprint,walk,090
head_y06_chest_0_0_000,header,ballcontrol,idle,idle,000
head_y06_chest_0_0_000_shed,header,ballcontrol,idle,idle,000
head_y06_chest_0_0_045_shed,header,ballcontrol,idle,idle,045
head_y06_chest_0_0_090,header,ballcontrol,idle,idle,090
head_y06_sidle_2_1_f090_shed,header,ballcontrol,walk,dribble,090
head_y06_sidle_3_0_000_rear,header,ballcontrol,sprint,idle,000
head_y06_sidle_3_0_000_shoot,header,ballcontrol,sprint,idle,000
head_y06_sidle_3_0_f180_shed,header,ballcontrol,sprint,idle,180
head_y06_sidle_3_2_045,header,ballcontrol,sprint,walk,045
head_y06_sidle_3_2_045_v2,header,ballcontrol,sprint,walk,045
head_y06_sidle_3_2_f090_nojump,header,ballcontrol,sprint,walk,090
head_y06_sidle_3_2_f090_nojump_v2,header,ballcontrol,sprint,walk,090
head_y06_sidle_chest_3_0_f090_shed,header,ballcontrol,sprint,idle,090
head_y06_sidle_chest_3_0_f180_shed,header,ballcontrol,sprint,idle,180
head_y06_sidle_chest_3_2_f090,header,ballcontrol,sprint,walk,090
head_y07_0_0_000_rear,header,ballcontrol,idle,idle,000
head_y07_0_0_000_shed,header,ballcontrol,idle,idle,000
head_y07_0_0_000_side,header,ballcontrol,idle,idle,000
head_y07_0_0_000_side_dive,header,ballcontrol,idle,idle,000
head_y07_0_0_090_clear_strong,header,ballcontrol,idle,idle,090
head_y07_0_0_090_clear_strong_v2,header,ballcontrol,idle,idle,090
head_y07_0_0_090_nojump,header,ballcontrol,idle,idle,090
head_y07_0_0_090_rear,header,ballcontrol,idle,idle,090
head_y07_0_0_090_shed,header,ballcontrol,idle,idle,090
head_y07_0_0_090_side,header,ballcontrol,idle,idle,090
head_y07_0_0_090_side_dive,header,ballcontrol,idle,idle,090
head_y07_0_0_180,header,ballcontrol,idle,idle,180
head_y07_0_0_180_rear,header,ballcontrol,idle,idle,180
head_y07_0_0_180_side,header,ballcontrol,idle,idle,180
head_y07_0_0_180_side_dive,header,ballcontrol,idle,idle,180
head_y07_0_0_f090_side,header,ballcontrol,idle,idle,090
head_y07_0_0_f090_side_dive,header,ballcontrol,idle,idle,090
head_y07_3_0_000,header,ballcontrol,sprint,idle,000
head_y07_3_0_000_far,header,ballcontrol,sprint,idle,000
head_y07_3_0_000_far_dive,header,ballcontrol,sprint,idle,000
head_y07_3_0_000_shed,header,ballcontrol,sprint,idle,000
head_y07_3_0_000_side,header,ballcontrol,sprint,idle,000
head_y07_3_0_000_strong_falldown,header,ballcontrol,sprint,idle,000
head_y07_3_0_090_far,header,ballcontrol,sprint,idle,090
head_y07_3_0_090_far_dive,header,ballcontrol,sprint,idle,090
head_y07_3_0_090_shed,header,ballcontrol,sprint,idle,090
head_y07_3_0_090_side,header,ballcontrol,sprint,idle,090
head_y07_3_0_180,header,ballcontrol,sprint,idle,180
head_y07_3_0_180_side,header,ballcontrol,sprint,idle,180
head_y07_3_0_f090_side,header,ballcontrol,sprint,idle,090
head_y07_chest_0_0_000_shed,header,ballcontrol,idle,idle,000
head_y07_chest_0_0_000_shed_rear,header,ballcontrol,idle,idle,000
head_y07_jostle_0_0_090_side_dive,header,ballcontrol,idle,idle,090
head_y07_shoot_0_0_000,header,ballcontrol,idle,idle,000
head_y07_shoot_0_0_090,header,ballcontrol,idle,idle,090
head_y07_shoot_3_0_000,header,ballcontrol,sprint,idle,000
head_y07_shoot_3_0_090,header,ballcontrol,sprint,idle,090
head_y07_shoulder_0_0_000,header,ballcontrol,idle,idle,000
head_y07_shoulder_3_0_000,header,ballcontrol,sprint,idle,000
head_y07_sidle_2_1_f090,header,ballcontrol,walk,dribble,090
head_y07_sidle_3_0_000,header,ballcontrol,sprint,idle,000
head_y07_sidle_3_0_000_far,header,ballcontrol,sprint,idle,000
head_y07_sidle_3_0_f090,header,ballcontrol,sprint,idle,090
